"","TCGA.22.5478","TCGA.22.5472","TCGA.60.2709","TCGA.22.5489","TCGA.22.5471","TCGA.22.5482","TCGA.22.5483","TCGA.43.3394","TCGA.34.7107","TCGA.43.6771","TCGA.22.5491","TCGA.33.6737","TCGA.90.6837"
"FBXO45",195.72,244.57,208.38,336.79,536.45,514.56,323.03,432.53,733.19,915.51,466.88,339.14,384.34
"TOP2B",1183.45,988.12,1427.22,1870.53,743.43,633.73,1572.76,909.17,1081.39,1639.59,921.88,1350.18,1037.29
"ZNF16",157.68,183.82,178.77,229.72,141.02,231.32,125.24,172.65,135.24,105.89,130.6,275.28,141.02
"CYP2F1",47.84,1369.04,8.92,2.73,5.54,0.68,6.89,3.32,0.22,0,115.16,0,0
"AMIGO1",164.42,40.93,73.03,31.67,23.42,80.57,59.55,70.51,44.25,5.68,56.28,19.25,17.25
"SOX11",1.68,0,3.26,28.24,1.33,3.26,41.81,0.82,3.08,6.57,0.44,0.51,1.23
"STX16-NPEPL1",11.64,17.13,87.65,15.68,17.9,31.22,23.76,9.93,15.56,16.75,5.28,25.35,59.97
"PPDPF",16843.62,13968.57,9279.58,7537.18,9474.59,13306.94,7130.55,9474.59,5751.61,16383,6294.04,8901.53,8191
"ESPN",92.05,780.44,157.68,269.6,249.73,403.5,11.73,169.07,119.26,813.63,258.57,19.39,785.88
"LAPTM4A",8191,5791.62,5954.47,4769.75,7642.41,5041.77,5711.87,7695.57,4358.66,4095,5633.22,4543.8,7911.95
"KCNK3",58.71,106.63,32.36,10.55,3.03,1.68,2.39,20.41,6.62,0.91,4.46,65.72,9.48
"FABP7",28.86,3.56,51.71,253.23,10.24,4.03,2.89,2.39,1,1.07,2.18,47.84,1.85
"PDE2A",50.27,63,84.63,104.42,18.16,12,46.5,30.34,63,113.56,22.26,83.45,76.71
"TTLL11",30.56,80.57,44.89,32.36,69.03,96.01,36.53,40.64,86.43,37.59,50.63,21.16,62.56
"FBXO38",197.09,318.57,358.54,368.65,221.86,260.38,277.2,361.04,289.02,256.78,248,231.32,283.05
"ANKMY1",147.06,303.44,120.94,124.37,107.38,124.37,155.5,82.87,128.79,105.89,109.66,104.42,127
"GTF2IRD1",830.75,633.73,642.59,591.22,1359.57,1104.13,1721.16,848.22,915.51,490.14,928.3,1051.79,1674.06
"BIRC6",647.07,607.87,547.75,651.58,460.44,295.11,547.75,802.41,540.19,525.39,353.59,480.04,543.96
"EIF1AY",126.12,139.07,660.68,738.29,126.12,1277.29,371.22,1963.57,97.36,575.03,62.56,155.5,131.51
"SEC22A",348.71,583.07,329.84,642.59,314.17,579.04,389.72,813.63,356.05,454.09,819.3,323.03,470.14
"ZC3H15",1044.52,1111.82,915.51,1733.13,915.51,1322.37,2075.59,1259.69,1923.14,1037.29,1757.34,1304.15,848.22
"DHCR24",5751.61,6207.38,2451.44,2417.67,1819.35,3467.27,5006.93,3349.13,1417.35,9540.5,3540.14,2148.82,1651
"ZDHHC2",295.11,125.24,283.05,180.02,87.65,567.1,351.14,480.04,738.29,17.25,206.94,277.2,105.15
"C1orf220",2.81,11.73,9.27,5.59,9.06,2.94,5.02,2.18,12,1.1,1.99,3.14,17.13
"GLG1",1806.78,1295.13,1832.01,1225.22,1685.71,1457.23,1369.04,1111.82,2701.35,1540.37,1037.29,1208.34,1397.83
"CBR4",255,138.1,116.78,89.51,108.9,113.56,141.02,228.13,137.14,91.41,152.28,75.64,75.11
"DKKL1",5.41,12.64,14.35,47.17,13.03,15,13.93,86.43,18.03,1.38,26.1,9.2,15.8
"AK3",307.69,500.46,896.64,909.17,379.04,287.01,660.68,825,967.76,1104.13,563.18,444.72,497
"CNPY3",1295.13,1199.98,1697.45,1628.26,2417.67,1519.15,2193.99,2193.99,2018.8,738.29,1250.98,1388.16,1427.22
"RELT",218.79,146.03,320.8,248,239.52,157.68,204.07,137.14,135.24,802.41,113.56,273.37,346.29
"HEATR2",698.41,444.72,400.71,503.95,403.5,674.59,599.49,450.94,389.72,669.92,332.14,536.45,291.04
"TSTD2",149.12,287.01,156.59,206.94,133.36,260.38,234.57,307.69,299.25,111.21,189.02,73.03,140.04
"PRKX",260.38,518.15,884.29,376.41,1295.13,1175.27,559.28,1487.87,688.78,336.79,2351.53,470.14,387.02
"PARD6A",183.82,85.82,76.17,105.15,98.73,49.91,172.65,118.43,25.91,10.24,68.07,48.18,61.25
"ANKRD18B",29.7,40.36,46.18,0,22.59,43.32,11.64,34.02,102.97,58.71,7.75,15,56.28
"GKN2",17.38,275.28,53.57,25.35,0,0.66,0.64,13.83,0.69,0,0,92.05,0
"FAM89B",1457.23,1508.65,1059.11,1605.83,1233.75,1617,866.07,967.76,1096.5,954.43,1477.58,928.3,1896.65
"RABL2B",775.05,633.73,563.18,368.65,441.64,493.56,432.53,693.58,400.71,231.32,457.25,187.71,253.23
"PFN4",52.08,5.68,24.99,38.4,53.95,21.94,36.27,42.41,6.89,10.16,12.55,9.2,6.21
"EPS8L3",0.53,4.35,3.23,1.39,5.59,0.89,244.57,0,3.38,0,8.71,109.66,0
"RPS6KL1",202.66,75.64,96.68,120.1,20.41,13.83,255,105.15,48.52,4.9,109.66,28.45,141.02
"HDAC2",1529.73,1896.65,1561.89,1991,1923.14,2935.74,4575.41,2485.67,2148.82,1397.83,2777.33,2047,2061.24
"TMEM182",143.01,158.79,62.12,86.43,91.41,85.82,277.2,146.03,96.01,58.3,191.67,85.82,58.71
"ARNT",447.82,532.74,450.94,612.11,358.54,314.17,381.68,518.15,543.96,441.64,283.05,346.29,444.72
"CHDH",12.64,18.84,19.97,69.03,23.93,8.51,68.07,17.25,20.41,2.23,13.62,8.32,12.83
"PRRG4",371.22,633.73,120.94,127.89,127,351.14,82.29,728.11,309.83,1388.16,802.41,77.79,285.03
"UVRAG",164.42,181.28,291.04,409.15,251.48,185.11,226.54,155.5,356.05,163.28,194.36,246.28,297.17
"C16orf96",1.14,0.85,2.66,1.71,0.54,2.97,0.27,0,1.57,0,0.54,0.31,0.33
"KCNQ4",5.06,8.51,30.56,13.62,7.06,8.51,21.94,19.25,10.08,3.06,11.73,44.57,49.21
"SMIM8",125.24,147.06,103.69,121.79,209.84,102.97,221.86,249.73,206.94,82.29,327.56,159.9,106.63
"MFAP5",255,56.28,665.29,591.22,769.69,339.14,511,110.43,981.29,329.84,36.01,486.75,262.2
"DYNC2H1",148.09,291.04,103.69,73.03,63,117.6,68.55,65.26,132.44,81.14,57.08,42.71,94.01
"THAP9",44.57,35,36.53,25.17,26.1,52.45,31.67,68.55,37.05,14.89,88.26,22.92,29.91
"C17orf53",90.77,70.51,275.28,255,318.57,97.36,204.07,260.38,291.04,83.45,155.5,126.12,136.19
"IST1",2875.3,3325.99,2915.45,2178.83,2133.97,2451.44,2835.7,2335.28,3395.89,2133.97,2664.15,2018.8,1909.85
"SLC39A10",423.61,157.68,249.73,291.04,187.71,191.67,426.57,204.07,295.11,146.03,152.28,463.65,120.94
"ZNF675",113.56,125.24,77.79,154.42,45.85,155.5,113.56,521.76,183.82,63,81.14,34.51,111.99
"MAPK1",1757.34,1427.22,1015.93,748.61,669.92,1313.23,1397.83,1259.69,2271.4,1104.13,1540.37,607.87,909.17
"TSR2",1359.57,981.29,1259.69,830.75,1819.35,780.44,802.41,967.76,1183.45,941.27,1008.9,825,1066.48
"RIMBP2",23.42,7.28,5.11,28.24,15.45,53.95,226.54,4.35,21.63,5.19,10.71,8.13,1.28
"AL136218.1",35,0.79,106.63,17,9.34,31,24.11,194.36,21.63,28.04,24.11,7.94,11.13
"BUB1B",267.73,236.21,312,497,172.65,295.11,961.07,327.56,555.41,187.71,379.04,295.11,555.41
"CHST10",769.69,90.14,197.09,251.48,108.14,78.34,128.79,215.77,75.11,53.57,111.99,36.01,39.79
"GABRR1",45.85,2.12,10.79,34.26,50.63,4.06,4.98,76.71,56.68,0,43.63,0,36.27
"LCAT",122.64,260.38,155.5,94.01,101.54,108.9,154.42,145.02,202.66,182.55,39.5,131.51,199.85
"AKR1C3",1159.07,819.3,9409.14,242.88,4239.45,32767,33922.56,40062.48,14663.09,1572.76,12676.65,14163.58,1529.73
"IP6K3",8.38,6.01,26.86,12.74,10.63,5.41,4.78,1.95,1.06,2.14,5.41,8.38,12.36
"DAPK3",928.3,1159.07,1111.82,1191.69,1059.11,1225.22,1151.06,718.08,1936.53,1674.06,620.67,902.89,1437.15
"ZP2",0,1.41,2.32,1.36,0,0,0.24,0.26,0.27,0,0,0.27,1.31
"SETDB1",579.04,624.99,620.67,836.53,785.88,450.94,830.75,808,780.44,490.14,490.14,575.03,656.11
"GRIA2",57.08,0,7.06,0,5.45,0,0.53,12.18,0.96,0,0.52,1.36,1.43
"NODAL",0.6,3.29,4.24,8.92,6.73,2.23,45.21,8.25,10.63,3.41,2.05,1.08,6.46
"SLC6A9",244.57,529.06,283.05,251.48,180.02,387.02,507.46,177.53,323.03,143.01,483.38,206.94,555.41
"ZNF17",105.89,87.65,65.72,92.05,43.32,55.89,67.12,53.19,66.65,46.18,61.25,50.63,46.84
"GPR35",36.79,38.67,32.59,64.34,62.12,19.82,195.72,31,31.22,16.51,29.27,559.28,37.32
"C20orf112",780.44,191.67,176.29,131.51,79.45,65.72,154.42,69.03,111.21,107.38,60.82,201.25,63
"AEBP2",334.46,503.95,660.68,518.15,854.13,420.68,309.83,1417.35,791.35,579.04,435.55,603.67,500.46
"ABTB2",363.56,57.08,78.34,563.18,129.69,48.18,33.78,31.9,27.64,88.88,53.57,21.01,105.15
"EXOC3L4",19.11,13.62,41.22,157.68,202.66,10.63,4.31,14.35,17.64,1.58,10.88,9.63,30.12
"RP11-77K12.7",3.03,4.46,1.14,2.01,2.89,1.03,4.39,0,4.86,0,2.89,0,0.75
"CLEC11A",346.29,262.2,547.75,351.14,224.97,351.14,825,149.12,438.59,417.77,120.94,318.57,463.65
"IL20RB",33.06,1081.39,31.45,234.57,647.07,1340.84,18.29,417.77,921.88,1540.37,1437.15,159.9,1030.12
"UBQLN4",693.58,693.58,647.07,981.29,819.3,629.35,1081.39,860.08,1225.22,718.08,753.83,753.83,934.76
"ZFYVE9",185.11,190.34,139.07,181.28,112.77,164.42,177.53,151.22,234.57,170.25,108.9,111.99,226.54
"AGPAT4",94.01,110.43,155.5,93.35,190.34,204.07,231.32,78.34,85.22,195.72,182.55,110.43,368.65
"PSME1",4268.94,5479.15,5672.41,11345.82,13123.73,3419.52,4671.57,4671.57,5831.91,7331.05,5791.62,4543.8,4038.61
"SCAMP1",234.57,244.57,423.61,412,170.25,457.25,486.75,435.55,429.54,470.14,346.29,327.56,698.41
"TRAM2",273.37,237.86,389.72,373.81,264.03,476.71,438.59,248,403.5,205.5,171.45,201.25,277.2
"PPP2R1B",353.59,312,343.89,361.04,255,251.48,412,423.61,381.68,351.14,435.55,159.9,255
"INO80E",866.07,1135.2,1096.5,1225.22,1350.18,819.3,1340.84,1143.1,1183.45,791.35,1242.34,753.83,1561.89
"ATG5",341.51,476.71,339.14,429.54,500.46,698.41,656.11,1127.35,363.56,289.02,688.78,486.75,435.55
"H2AFV",5517.27,3982.99,3901.01,4450.27,5555.65,4328.55,6516.03,5633.22,3847.29,3982.99,6164.49,5441.3,4358.66
"ZNF232",208.38,86.43,135.24,137.14,141.02,152.28,199.85,125.24,172.65,57.08,128.79,199.85,106.63
"SLC12A3",1.68,3.66,1.64,6.06,1.6,0.27,0,1.48,0.6,0.31,1.6,0.61,0.65
"KARS",2090.03,2434.5,2271.4,2061.24,2701.35,2468.49,2956.17,1991,2976.74,2502.97,3124.78,2591.27,1909.85
"NAP1L2",6.16,54.72,42.71,29.91,41.81,106.63,22.92,76.17,104.42,13.72,94.67,6.21,6.84
"ZNF440",147.06,368.65,108.9,68.07,84.04,130.6,91.41,209.84,228.13,127,231.32,36.27,253.23
"C1D",1111.82,470.14,599.49,563.18,612.11,521.76,665.29,1143.1,555.41,406.31,1088.92,412,599.49
"GFER",547.75,708.18,536.45,503.95,915.51,463.65,414.87,392.44,414.87,470.14,607.87,532.74,785.88
"ANKRD2",6.89,10.88,66.18,4.74,19.97,36.01,2.51,26.67,6.31,6.41,43.32,6.89,10.96
"NFIB",267.73,182.55,218.79,1340.84,92.05,63.45,80.57,159.9,616.37,68.55,75.64,154.42,64.8
"SRC",1508.65,1350.18,860.08,460.44,1037.29,848.22,567.1,466.88,884.29,1008.9,748.61,934.76,753.83
"EIF4EBP2",514.56,1066.48,511,490.14,460.44,599.49,454.09,441.64,708.18,607.87,563.18,629.35,607.87
"EPHA7",32.82,1.5,7.94,5.06,13.93,5.36,397.93,27.05,57.49,0,28.65,0.56,0
"BANK1",103.69,39.79,63.89,122.64,19.97,15.68,17.9,48.18,32.59,5.45,22.92,34.02,18.7
"SGSM3",1119.56,1304.15,1151.06,848.22,688.78,684.02,753.83,1447.15,708.18,848.22,1044.52,928.3,1769.57
"TMEM26",18.84,9.41,33.54,18.56,26.86,9.48,53.57,12.93,8.51,12.27,8.06,11.21,26.1
"RNASEL",92.05,255,113.56,115.16,68.07,63.45,45.53,55.89,139.07,91.41,183.82,75.11,105.89
"FAM84A",567.1,1268.46,277.2,78.34,612.11,490.14,36.01,1369.04,476.71,22.92,1015.93,53.57,629.35
"TOMM40L",351.14,303.44,229.72,275.28,373.81,211.31,173.85,258.57,273.37,253.23,251.48,107.38,327.56
"CEP128",92.05,44.89,78.89,147.06,38.67,36.01,60.39,42.11,49.91,67.59,16.03,56.68,95.34
"RPP21",1096.5,1508.65,1697.45,1350.18,3018.3,1769.57,1551.09,2240.11,1104.13,1417.35,2178.83,1806.78,1883.54
"CCDC104",836.53,684.02,896.64,1111.82,1175.27,595.34,1151.06,2367.9,612.11,409.15,607.87,587.13,616.37
"SLC4A7",249.73,56.68,166.73,141.02,54.33,53.19,511,149.12,137.14,273.37,149.12,70.51,77.79
"SFMBT2",25.91,26.67,90.14,74.06,29.27,22.92,54.72,14.14,35,19.11,6.73,62.56,57.89
"IGSF1",5.06,2.23,4.03,53.95,26.47,6.89,9.78,22.43,15.11,0,15.22,3.89,13.52
"FAM189B",967.76,540.19,629.35,830.75,878.17,674.59,595.34,1081.39,1199.98,587.13,486.75,551.56,878.17
"SLC36A1",130.6,96.01,269.6,309.83,98.73,94.01,128.79,113.56,332.14,181.28,75.64,53.57,215.77
"CHI3L2",208.38,764.36,147.06,947.83,75.64,7.17,19.68,244.57,30.78,525.39,49.56,246.28,392.44
"TMEM8A",1508.65,1268.46,1023,866.07,642.59,813.63,2032.85,769.69,915.51,1001.93,642.59,981.29,872.1
"SLC30A1",429.54,226.54,242.88,231.32,107.38,122.64,239.52,151.22,226.54,285.03,246.28,343.89,163.28
"DPYSL2",511,842.36,743.43,1378.57,187.71,389.72,476.71,229.72,808,248,102.25,486.75,339.14
"FNDC1",218.79,27.25,555.41,246.28,108.14,65.72,234.57,53.95,642.59,39.22,4.78,145.02,493.56
"LGALS2",33.54,52.45,30.56,181.28,57.08,1.73,81.71,25.91,39.22,8.65,10.31,12.83,8.25
"AGXT",1.85,5.68,0,0.54,0,0.47,0.45,1.22,0,3.44,0.44,1.68,0
"ZNF354A",82.29,82.29,108.9,255,167.9,142.01,111.99,206.94,98.73,164.42,111.21,139.07,98.04
"ESM1",246.28,297.17,103.69,120.1,40.93,148.09,312,81.71,64.8,151.22,41.81,195.72,126.12
"FAM179B",89.51,169.07,95.34,132.44,86.43,99.43,88.88,95.34,81.14,105.15,65.72,76.17,82.87
"SPAG4",2997.45,206.94,551.56,612.11,490.14,139.07,417.77,884.29,223.41,353.59,123.5,447.82,688.78
"HRH2",14.45,14.89,23.25,36.79,4.31,7.11,23.42,18.56,14.56,15.34,5.06,16.88,20.11
"C3orf58",607.87,332.14,323.03,466.88,285.03,651.58,126.12,1417.35,417.77,151.22,693.58,141.02,587.13
"ABT1",348.71,532.74,417.77,414.87,616.37,409.15,447.82,629.35,381.68,406.31,563.18,423.61,540.19
"TNC",4152.18,4010.71,1709.26,8134.41,974.5,16611.71,417.77,1733.13,759.08,3190.46,429.54,2090.03,1991
"ARNTL",211.31,435.55,244.57,275.28,121.79,253.23,118.43,432.53,180.02,156.59,336.79,120.94,242.88
"KCTD15",110.43,743.43,567.1,473.41,432.53,738.29,490.14,1001.93,1628.26,854.13,571.05,595.34,503.95
"CARD11",75.11,60.82,679.29,136.19,69.52,312,92.7,429.54,271.48,147.06,95.34,95.34,112.77
"CIDEB",497,480.04,186.4,262.2,441.64,389.72,81.71,140.04,633.73,275.28,198.47,152.28,285.03
"POGLUT1",229.72,281.09,232.94,470.14,287.01,353.59,236.21,429.54,341.51,151.22,420.68,117.6,199.85
"ETS2",3372.43,2018.8,1268.46,1183.45,759.08,1427.22,1023,1467.37,1286.18,3060.45,854.13,5147.73,1896.65
"SIVA1",2701.35,2935.74,2367.9,1857.6,7485.11,3349.13,3564.78,3235.01,2451.44,2104.58,5672.41,3614.55,2627.46
"ITFG2",521.76,612.11,656.11,1088.92,1662.49,373.81,555.41,830.75,728.11,406.31,460.44,603.67,738.29
"C8orf4",521.76,796.86,1457.23,1457.23,438.59,135.24,620.67,1662.49,323.03,67.59,688.78,3742.05,796.86
"DLL1",108.9,176.29,204.07,113.56,58.71,242.88,41.81,108.9,69.03,67.12,47.5,55.89,38.12
"PDDC1",525.39,764.36,493.56,470.14,246.28,514.56,518.15,607.87,460.44,624.99,607.87,389.72,684.02
"CXADR",444.72,480.04,201.25,329.84,316.37,426.57,450.94,1950,271.48,629.35,314.17,170.25,435.55
"MIB1",320.8,189.02,329.84,325.29,129.69,204.07,295.11,255,229.72,224.97,197.09,157.68,152.28
"ELOVL6",591.22,180.02,206.94,81.14,211.31,171.45,497,429.54,309.83,140.04,346.29,65.26,77.25
"ADAMTS10",52.08,60.82,248,131.51,40.93,36.79,77.79,51.35,166.73,59.97,16.51,134.3,170.25
"RHOF",125.24,190.34,229.72,293.07,303.44,154.42,101.54,169.07,376.41,2018.8,111.21,3614.55,309.83
"APLP1",153.34,64.8,65.72,417.77,33.3,103.69,69.03,97.36,33.3,98.73,23.25,38.12,339.14
"MOSPD2",136.19,161.02,150.17,142.01,215.77,108.9,138.1,189.02,170.25,117.6,400.71,138.1,148.09
"AMN1",279.14,205.5,128.79,239.52,334.46,166.73,229.72,775.05,95.34,220.32,307.69,193.01,146.03
"SELENBP1",447.82,1923.14,848.22,599.49,275.28,48.18,265.87,397.93,133.36,86.43,291.04,651.58,190.34
"RSPH9",31,101.54,18.84,14.14,11.82,10.96,17.9,19.11,9.41,4.62,51.71,5.87,12.09
"TNFRSF11B",100.83,70.01,57.08,2004.85,26.47,24.46,507.46,77.79,70.01,16.63,21.94,120.1,109.66
"PIGU",1233.75,733.19,616.37,490.14,679.29,808,830.75,500.46,743.43,476.71,1030.12,802.41,674.59
"PRELID1",2178.83,2090.03,2935.74,3794.3,4836.35,2367.9,3257.52,2997.45,2018.8,4268.94,3395.89,4512.4,3018.3
"NDUFV2",1594.73,3081.75,2816.11,2796.65,4575.41,1757.34,3349.13,3540.14,1225.22,2434.5,5711.87,3235.01,3039.3
"PLAC8L1",2.2,1.83,3.44,8.71,0,1.5,4.13,4.78,0,2.12,1.38,2.46,3.47
"ZNF649",48.52,101.54,70.01,127,45.85,46.5,125.24,66.18,54.33,47.84,34.75,81.14,90.77
"NOSTRIN",51.71,191.67,106.63,111.21,22.59,21.47,40.07,68.55,43.63,39.22,59.13,387.02,33.3
"WDR91",429.54,429.54,476.71,490.14,493.56,493.56,182.55,441.64,381.68,441.64,180.02,299.25,1143.1
"XKR8",149.12,101.54,144.01,120.1,108.14,59.97,98.04,70.51,69.52,90.77,56.28,226.54,171.45
"RCC1",1250.98,1159.07,753.83,1001.93,902.89,825,1127.35,728.11,1088.92,698.41,909.17,1936.53,1397.83
"FAM26F",208.38,120.1,339.14,1572.76,753.83,124.37,358.54,156.59,186.4,221.86,373.81,141.02,218.79
"CERK",414.87,454.09,490.14,450.94,371.22,703.28,366.09,497,470.14,145.02,444.72,232.94,693.58
"TMEM242",84.63,205.5,126.12,94.01,134.3,229.72,129.69,144.01,180.02,127,186.4,127,163.28
"MANF",5183.54,1806.78,1896.65,3060.45,2758.13,2119.22,3235.01,2384.37,1583.71,6471.02,2400.97,2255.7,3820.7
"IFNAR1",620.67,728.11,579.04,674.59,221.86,559.28,665.29,473.41,339.14,514.56,400.71,642.59,435.55
"ANXA1",2047,24153.43,10014.87,4152.18,7857.29,16269.83,5006.93,33455.53,8191,38430.46,38966.94,15824.9,37639.55
"EMC4",2682.69,3349.13,2609.3,2796.65,2555.58,3794.3,4328.55,4512.4,2400.97,3212.66,4010.71,2935.74,3847.29
"ABCA6",43.94,40.07,91.41,48.18,30.12,24.81,29.91,23.76,25.91,12,8.19,58.71,81.14
"RAB7L1",679.29,220.32,312,358.54,189.02,242.88,217.27,208.38,358.54,151.22,305.55,80.01,239.52
"CDKN1C",85.22,381.68,343.89,159.9,194.36,85.82,134.3,95.34,101.54,44.25,208.38,189.02,211.31
"KIAA0922",208.38,144.01,126.12,232.94,147.06,99.43,111.99,165.57,186.4,185.11,125.24,74.06,113.56
"C15orf54",1.51,0,0.35,2.2,0.28,0.62,0.59,0.31,0.66,0.36,2.32,1.01,1.07
"C19orf59",41.52,297.17,43.32,39.5,11.21,13.03,60.39,55.89,11.64,12.93,11.21,68.55,113.56
"UTS2B",2.51,0.66,2.2,5.59,7.57,1.66,0.65,5.87,2.76,1.51,1.81,0.73,1.5
"AKAP11",92.05,128.79,129.69,111.21,72.01,65.72,141.02,198.47,151.22,129.69,92.7,90.77,92.05
"NMRK1",316.37,995,444.72,303.44,500.46,1359.57,395.18,1857.6,703.28,323.03,656.11,409.15,435.55
"MRPS5",1551.09,954.43,860.08,1073.91,1313.23,1111.82,1199.98,872.1,1119.56,1037.29,1143.1,2004.85,1417.35
"GDPD3",47.17,116.78,47.5,21.94,60.82,115.97,57.49,33.78,34.51,343.89,119.26,1001.93,72.01
"CAMP",7.57,35.5,52.45,8.51,9.7,1.99,1.06,8.85,0,5.5,14.78,7,20.56
"SMARCD2",2915.45,1617,1963.57,1572.76,2701.35,1183.45,2520.38,2075.59,2609.3,1487.87,2400.97,1467.37,764.36
"SMARCAL1",447.82,279.14,320.8,403.5,348.71,186.4,392.44,206.94,205.5,228.13,136.19,301.33,218.79
"SLC39A12",0.43,0.43,0.49,0.52,0.41,0,0.43,0,0.47,0.96,0,0,0
"HELZ2",688.78,384.34,301.33,698.41,291.04,206.94,185.11,146.03,432.53,1159.07,57.89,260.38,265.87
"CD1E",26.86,78.34,39.5,41.81,28.04,11.64,7.28,24.46,3.66,11.82,10,21.01,3.2
"ACR",4.13,8.78,5.73,5.41,13.93,13.52,2.01,22.43,4.03,10.39,7.57,12.09,8.71
"SLC12A7",253.23,466.88,638.15,1757.34,603.67,660.68,954.43,567.1,591.22,159.9,183.82,1037.29,228.13
"SYCE3",73.54,20.26,48.52,30.78,36.79,14.78,42.41,204.07,104.42,22.43,46.84,21.63,10
"C12orf49",995,842.36,507.46,343.89,591.22,332.14,371.22,559.28,470.14,454.09,500.46,642.59,583.07
"HOOK3",109.66,139.07,165.57,147.06,71.5,127.89,164.42,107.38,209.84,94.67,162.14,180.02,154.42
"PLEKHA5",429.54,748.61,480.04,287.01,890.44,281.09,293.07,1183.45,406.31,438.59,529.06,579.04,423.61
"PRMT8",1.79,1.79,1.17,2.16,6.62,4.31,0.44,6.52,2.25,0,16.15,0,0.22
"SLC35D2",307.69,323.03,629.35,409.15,486.75,571.05,2133.97,733.19,486.75,441.64,381.68,435.55,346.29
"MCAM",1583.71,2004.85,1167.14,1304.15,651.58,1322.37,1127.35,511,954.43,1015.93,392.44,1259.69,1594.73
"EIF2B1",679.29,748.61,669.92,674.59,941.27,819.3,928.3,941.27,674.59,974.5,981.29,878.17,866.07
"LRRC8C",108.14,99.43,101.54,166.73,107.38,166.73,58.71,47.5,93.35,85.22,56.68,47.17,93.35
"DEFB4A",0,15,61.25,109.66,20.41,96.68,0,89.51,0,7589.61,81.71,237.86,780.44
"S100A1",69.52,31,31.67,318.57,110.43,20.56,68.07,24.81,23.08,6.01,127,8,84.63
"IRF8",157.68,206.94,450.94,312,146.03,41.22,127,88.88,123.5,63,87.65,85.82,185.11
"MX2",633.73,301.33,450.94,1832.01,728.11,61.25,287.01,647.07,353.59,258.57,389.72,92.05,171.45
"CKLF",1447.15,1088.92,1001.93,1081.39,1066.48,1477.58,1697.45,559.28,587.13,713.11,981.29,796.86,1216.75
"FANCB",42.11,22.92,50.98,78.34,170.25,26.86,37.59,115.97,59.55,25.54,147.06,42.11,28.24
"SPP1",6381.92,3794.3,25005.23,30999.42,4210.15,26986.43,60304.42,41188.81,8598.28,4239.45,2367.9,46662.28,35363.15
"CERS5",878.17,703.28,1008.9,967.76,1697.45,830.75,836.53,848.22,954.43,830.75,780.44,559.28,1119.56
"MKI67",346.29,353.59,397.93,1183.45,228.13,267.73,775.05,205.5,1059.11,409.15,152.28,860.08,660.68
"IRAK1",4802.93,1721.16,3060.45,1977.24,3081.75,2303.12,5112.16,1963.57,2739.08,1950,1857.6,2935.74,5751.61
"DDX59",232.94,371.22,379.04,400.71,392.44,363.56,316.37,371.22,283.05,183.82,323.03,249.73,381.68
"MGARP",27.05,2.86,12.55,7.88,7.4,3.96,1.91,4.98,10.16,0,1.83,2.14,5.15
"IL2RA",53.19,28.86,249.73,476.71,110.43,39.5,208.38,46.5,89.51,107.38,78.34,70.01,201.25
"CELF4",108.9,18.97,4.62,10.71,2.92,3.17,34.26,21.94,5.73,13.72,2.92,74.58,14.56
"MARCH3",256.78,253.23,100.13,141.02,111.99,68.55,137.14,94.01,244.57,25.17,283.05,94.67,42.11
"ARCN1",1857.6,2090.03,2209.26,2451.44,1709.26,1936.53,2758.13,2090.03,2075.59,1977.24,1870.53,3589.58,3146.52
"CD55",2335.28,3018.3,1651,1143.1,1191.69,2367.9,738.29,1639.59,1183.45,1340.84,1508.65,9025.81,1896.65
"TMEM63C",84.63,423.61,89.51,16.03,41.22,58.3,23.42,24.81,8.65,125.24,37.85,3.53,291.04
"SSSCA1",1175.27,1427.22,1437.15,1551.09,2193.99,1529.73,1151.06,1487.87,1322.37,1250.98,1883.54,1191.69,1151.06
"ILKAP",748.61,723.08,638.15,738.29,866.07,842.36,890.44,753.83,486.75,595.34,836.53,769.69,381.68
"ATF3",1059.11,293.07,3060.45,441.64,674.59,1044.52,759.08,1023,1073.91,237.86,884.29,1781.89,961.07
"TDRD12",6.84,1.45,26.47,1.71,4.03,1.17,10.79,171.45,2.25,1.31,3.47,1.25,0.92
"CDH15",2.51,7.75,3.63,5.59,2.1,7.75,8.58,2.97,2.01,3.32,0.84,6.26,10
"NDUFA12",1674.06,2148.82,1757.34,2367.9,4836.35,2627.46,3540.14,3146.52,2701.35,2701.35,5183.54,3794.3,3235.01
"MARK4",540.19,490.14,607.87,470.14,406.31,387.02,587.13,262.2,373.81,902.89,283.05,507.46,583.07
"KIAA1107",34.75,39.22,15.22,14.67,17.51,25.91,19.11,36.53,27.05,15.56,17.51,17.38,8.71
"KLHL26",397.93,165.57,190.34,132.44,106.63,117.6,94.01,79.45,279.14,68.07,96.01,75.64,123.5
"DIO3",8.71,6.46,24.99,25.35,14.56,3.82,14.35,3,5.28,5.68,4.28,7.11,7.46
"TSFM",928.3,808,728.11,748.61,1561.89,629.35,1081.39,1216.75,1127.35,780.44,1467.37,1322.37,954.43
"TBC1D23",269.6,406.31,320.8,426.57,325.29,305.55,674.59,743.43,450.94,460.44,819.3,291.04,376.41
"DHFR",202.66,341.51,307.69,954.43,486.75,299.25,651.58,540.19,555.41,186.4,555.41,323.03,551.56
