"","Fold.change","Gene"
"1174",0.9775330214674,"JUP"
"1177",1.47962756551734,"CDKL2"
"1179",0.903879295280052,"EPHA7"
"1181",1.43044319652519,"KDELC1"
"1182",1.26033733398708,"CCDC8"
"1183",1.34442009632693,"AL033381.1"
"1186",4.86392251713955,"GRHL2"
"1187",0.984879488898605,"KRT5"
"1189",0.624716783840505,"CKLF-CMTM1"
"1191",1.06413343278341,"AC021218.2"
"1193",0.683130820685371,"MOCS2"
"1196",5.92578432476706,"SLC22A8"
"1197",1.18567395193782,"ST8SIA6"
"1201",0.857862560279087,"SCEL"
"1205",0.648350663029545,"KIAA1755"
"1206",0.670542410572478,"MAGIX"
"1208",1.10016885873029,"MAPK12"
"1209",1.16512629716864,"S100A1"
"1212",0.711771470427053,"MAGEF1"
"1215",3.69810849115993,"GDF6"
"1216",1.49175671552457,"HAUS7"
"1222",2.74049478296314,"P2RX7"
"1226",1.64508842079596,"COL4A2"
"1231",1.84809376299484,"SGCG"
"1234",2.77891166754157,"PAPPA2"
"1235",0.885830388535693,"DPYSL3"
"1237",3.483052701819,"KLHL14"
"1238",0.794672799059163,"SLC2A13"
"1243",0.691726631741992,"NFIA"
"1246",1.20112063772574,"NUDT1"
"1247",1.31986889656476,"TBX19"
"1248",0.714525590198951,"DNAI1"
"1254",0.599914906905575,"RCAN1"
"1256",1.75953260116631,"CLEC17A"
"1259",0.657850396917697,"FAM24B"
"1263",1.52086217627756,"PCDHB2"
"1265",3.04342699733636,"CD300A"
"1266",0.861361181329094,"CMTM1"
"1268",1.82112340455257,"LGR6"
"1271",2.31798954356447,"EFCAB4B"
"1275",1.06572450273767,"NEK10"
"1278",0.938025413886716,"ANGPT1"
"1279",1.21115644915242,"ACSM3"
"1283",1.24369677647701,"SPIB"
"1285",0.878662001823312,"SHROOM1"
"1286",0.701058282802214,"CCDC147"
"1287",2.24145927144531,"IL27"
"1290",0.879520171609396,"PCDHGA11"
"1292",0.855257760575798,"PNMA6D"
"1295",2.45755626307184,"CDO1"
"1296",1.38753188875456,"ZDHHC19"
"1298",2.04904754447494,"PYCARD"
"1299",0.917481874663649,"APOBEC3F"
"1301",1.51146483861477,"CHRDL2"
"1303",0.770905919345495,"LIMK1"
"1305",0.741055523840641,"NPIPA1"
"1306",1.15859727958477,"C3orf49"
"1307",1.50220996385048,"ITPRIPL1"
"1308",2.88531555443362,"FAM46B"
"1310",1.04593087705169,"SCRN1"
"1311",0.906889180753995,"TBC1D2B"
"1312",1.60129144000277,"ABTB2"
"1313",0.958273994803804,"RGAG4"
"1314",0.751212313174924,"CD1B"
"1317",2.1563542529588,"MKI67"
"1318",1.19143596564264,"PHYKPL"
"1321",3.94981152809529,"GABRA2"
"1324",1.10854075335314,"SYNPO2L"
"1328",2.35911785219422,"COL8A1"
"1333",1.85981302684489,"GDF7"
"1336",0.802661648677949,"MPG"
"1338",0.939534068865725,"GDPD5"
"1339",0.698229459898711,"PKN1"
"1342",1.61626184411208,"MME"
"1343",0.76190002909507,"RP11-146D12.2"
"1345",0.692092011346549,"TNFRSF11B"
"1348",1.55803145883712,"LYPD2"
"1351",0.598295550135198,"ZNF534"
"1353",0.626551842531419,"TMEM151A"
"1355",1.11571926084605,"CEBPB"
"1356",0.595753603447219,"ANKS1B"
"1357",1.7249505443335,"PLK1"
"1361",3.26006962448032,"C9orf84"
"1365",1.41235762152434,"APOL2"
"1368",2.27531420147718,"FAM78A"
"1370",2.15568219757156,"MOGAT3"
"1375",1.06914465471131,"RDH11"
"1378",1.14928445358353,"H2AFY2"
"1381",0.609276590761191,"MAP1LC3C"
"1384",2.33097513790126,"AC105020.1"
"1386",1.29326066060406,"B2M"
"1388",2.54338386101528,"DLX3"
"1391",1.63591972602945,"ACBD7"
"1392",5.7862842875427,"MCHR1"
"1394",0.812472158995422,"ZNF460"
"1395",1.02207767345314,"KLHDC9"
"1396",1.29792014590497,"SOD2"
"1397",0.727588771299924,"GIMAP1"
"1398",0.620751042907974,"KRT15"
"1402",0.791252509198205,"LUZP2"
"1403",0.936208407382482,"CHP1"
"1406",0.587909459932471,"C21orf58"
"1411",0.685498559757361,"PPARD"
"1412",1.93974399758428,"PIEZO2"
"1413",0.624651556346669,"GOLGA8T"
"1415",1.22728610239519,"AGT"
"1416",1.19737338457143,"RP11-706O15.1"
"1418",1.13003973559539,"OPRL1"
"1421",4.59729683788191,"CASR"
"1422",0.88524091078135,"PFKM"
"1423",1.95177945423875,"NMU"
"1426",0.814931228032881,"TYK2"
"1428",2.36237663794595,"UGT3A2"
"1429",1.95883812613683,"SFRP2"
"1431",0.696047505556909,"EPHA10"
"1432",1.91906479987365,"PLD5"
"1433",0.92972366830859,"SLFN12"
"1435",1.73569436424715,"CTD-2547L24.3"
"1437",0.905479746545657,"FNDC9"
"1438",0.618362961299437,"GGT2"
"1441",1.30810600702179,"PGM5"
"1442",0.713099384246411,"RTN4RL2"
"1445",0.729188340178405,"AC004017.1"
"1446",1.53886373322007,"PLXND1"
"1454",0.748851838244029,"PTRF"
"1460",1.09625357201804,"GIPC3"
"1461",1.33748848372647,"APOBEC3A"
"1463",4.75877512508021,"NRK"
"1466",1.07253795031412,"ZDHHC14"
"1470",2.35713079997553,"ANXA9"
"1474",0.895720488460444,"RASGRP3"
"1475",1.20096451631668,"GPR124"
"1478",1.60506395397976,"PNPLA3"
"1480",0.973914617814532,"LIG1"
"1483",0.590302204267614,"LAMP1"
"1488",2.69904898347985,"LILRA6"
"1489",1.36879997102779,"LMNB1"
"1490",2.90093495499828,"MT3"
"1493",0.722713141775118,"C19orf48"
"1494",0.630530972924249,"DEC1"
"1496",1.17344593416233,"SCN11A"
"1498",0.970844186163416,"MIPOL1"
"1499",0.722685989500247,"SLC25A12"
"1501",5.61546168328394,"CA10"
"1503",0.953211113936711,"C9orf170"
"1505",0.85992019784481,"SDHB"
"1507",0.853631511971682,"KCNIP2"
"1509",1.58895401068675,"SLC48A1"
"1510",2.88445910986263,"BHLHE41"
"1511",2.78391247190793,"FAM81A"
"1512",2.07264898483521,"BTG2"
"1514",1.18070407406988,"TMEM25"
"1517",0.763533074824261,"RPL28"
"1521",4.18170874483424,"NT5C1A"
"1522",0.654526965092499,"LAMA5"
"1523",1.42824003765511,"NOVA2"
"1525",2.13199893095749,"CCDC64"
"1528",1.65375406628776,"RNASE6"
"1530",1.29101057237735,"CYP1B1"
"1531",0.690441217087422,"ROBO4"
"1534",2.61919245910798,"WIF1"
"1535",0.651917055303006,"USP9Y"
"1540",1.93852919448442,"GXYLT2"
"1542",0.857514948877382,"CACNG4"
"1543",0.872343509054112,"ATP5G3"
"1544",2.15389525890428,"HK3"
"1545",0.957623400734981,"SH3BP4"
"1547",1.67225936717738,"CEACAM4"
"1549",0.706683561972554,"VPRBP"
"1550",2.46791950526996,"CYP26A1"
"1553",5.51913960403715,"TMEM52B"
"1554",0.864375421638616,"TTLL7"
"1556",2.28476946207418,"KREMEN2"
"1557",0.960884898730624,"XDH"
"1559",1.09357162181501,"MAPK8IP3"
"1563",2.81819402519929,"AIM2"
"1568",2.19934998398491,"CHSY3"
"1571",0.729513089403588,"HAGH"
"1572",2.49670653229143,"UBE2C"
"1577",0.625373200374157,"CYP4F22"
"1579",1.29016787895134,"SERPINF1"
"1581",0.897444570486607,"HFE"
"1583",1.77138442839508,"LGALS9C"
"1584",0.82589808217684,"AC026740.1"
"1587",0.677065171964133,"FBXO34"
"1592",1.93468022958405,"PLOD2"
"1596",2.6212820664326,"ADCY2"
"1598",4.58817451768202,"HPD"
"1601",0.897766731571101,"PAFAH2"
"1603",0.645743074943497,"TMEM249"
"1604",0.989384582755066,"DAB1"
"1610",0.708551368319946,"TMEM229B"
"1611",1.88211000705965,"DIRAS3"
"1612",0.628125049851167,"PAQR3"
"1613",0.881084819831695,"PCDHA3"
